CommentId,VideoId,Text,Likes
UgzRL4sRkwy9mPUdrgx4AaABAg,dQw4w9WgXcQ,i was not deceived by the quotthis video has been taken downquot meme but i wanted to ensure it was over 1 billion views like i remember not 600mil from the post so was i actually rickrolledor was i doing research or  is it a case of quotporque no los dosquot,0
UgxiHfhxE-S4vjZ3PgN4AaABAg,dQw4w9WgXcQ,from jktamil,0
UgyGFv-ArFxk39Df_Ex4AaABAg,dQw4w9WgXcQ,ive been rickrolled by an instagram post saying this video had been removed genius move,0
UgxAtbNGd2JAYC7VnyR4AaABAg,dQw4w9WgXcQ,in the year of your lord 2024 i39m still getting rick roll by a viral post,0
UgzJ2-Vym_xcKMrvKwR4AaABAg,dQw4w9WgXcQ,fastapi brought me here,0
UgytllusBwr1pGHpPw54AaABAg,dQw4w9WgXcQ,rickrolled myself just to confirm that the video is still here  after seeing that viral post,0
UgxBz1rAAspXkcR4IJN4AaABAg,dQw4w9WgXcQ,anyone in 2024,0
UgwXdF_KJ3htr6vAF3l4AaABAg,dQw4w9WgXcQ,yall i fell for it ,0
UgxK2Lmz3L71CONQe-Z4AaABAg,dQw4w9WgXcQ,anyone here because of jl anderson music,0
UgxfIutETJBYtfTZq_d4AaABAg,dQw4w9WgXcQ,i left the auto play on by accident and the first video it sends is this,0
UgyUqwu1fI_0gnYBDwt4AaABAg,dQw4w9WgXcQ,,0
UgxAU6NSJpsVd_FVK2l4AaABAg,dQw4w9WgXcQ,yo,0
UgwCdkWzkZG-33m7yTt4AaABAg,dQw4w9WgXcQ,damn i feel for it and my guess is so did you ,0
UgxMAqI0jyqRiUbYyA54AaABAg,dQw4w9WgXcQ,im one of the few people who actually enjoys this song and actually enjoys getting rickrolled,0
UgwBfQGjAMnMUQKIAC14AaABAg,dQw4w9WgXcQ,i from tf 2,0
UgyHJOGl4svJlOSyLr54AaABAg,dQw4w9WgXcQ,the legend was born dang,0
UgwrVpxwnPYeoWl43l54AaABAg,dQw4w9WgXcQ,,0
Ugxdsr6V4rxAmRO9g454AaABAg,dQw4w9WgXcQ,forza vinyl sticker brought me here,0
Ugxd3WEZfFkvO3UXivB4AaABAg,dQw4w9WgXcQ,who came from surrealart idk how to spell her name im not begging just reply,0
UgyKJ_V1TnqnHTkqnP54AaABAg,dQw4w9WgXcQ,did i just got rock rolled for looking for this video after the fake new of this gettin39 down of youtube ,0
